device_id,timestamp,power,energy,created_at
1c6ca16a-902b-4b67-be7e-472c248fad05,1638499011,117.0,27948.0,2021-12-03 03:47:04 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498951,120.0,27943.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498891,117.0,27937.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498831,131.0,27931.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498771,110.0,27924.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498711,113.0,27919.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498651,117.0,27913.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498591,124.0,27907.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498531,124.0,27901.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498471,117.0,27895.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498411,120.0,27889.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498351,120.0,27883.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498291,127.0,27877.0,2021-12-03 02:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498231,120.0,27870.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498171,131.0,27864.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498111,131.0,27858.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638498051,127.0,27851.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497991,117.0,27845.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497931,124.0,27839.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497871,127.0,27833.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497811,134.0,27826.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497751,120.0,27819.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497691,127.0,27813.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497631,127.0,27807.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497571,124.0,27801.0,2021-12-03 02:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497511,127.0,27794.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497451,127.0,27788.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497391,131.0,27782.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497331,127.0,27775.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497271,127.0,27769.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497211,124.0,27762.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497151,124.0,27756.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497091,127.0,27750.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638497031,124.0,27743.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496971,124.0,27737.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496911,124.0,27731.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496851,127.0,27725.0,2021-12-03 02:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496791,127.0,27718.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496731,113.0,27712.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496671,127.0,27706.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496611,120.0,27700.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496551,127.0,27694.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496491,124.0,27688.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496431,113.0,27681.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496371,124.0,27676.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496311,127.0,27669.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496251,124.0,27663.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496191,124.0,27657.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496131,120.0,27651.0,2021-12-03 01:59:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496071,134.0,27645.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638496011,127.0,27638.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495951,124.0,27631.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495891,127.0,27625.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495831,131.0,27619.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495771,124.0,27612.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495711,124.0,27606.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495651,131.0,27600.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495591,127.0,27593.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495531,127.0,27587.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495471,131.0,27580.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495411,138.0,27574.0,2021-12-03 01:47:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495351,127.0,27567.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495291,124.0,27561.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495231,124.0,27554.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495171,117.0,27548.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495111,113.0,27542.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638495051,117.0,27537.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494991,110.0,27531.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494931,120.0,27525.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494871,124.0,27519.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494811,110.0,27513.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494751,120.0,27507.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494691,113.0,27501.0,2021-12-03 01:35:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494631,117.0,27496.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494571,127.0,27490.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494511,127.0,27483.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494451,124.0,27477.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494391,117.0,27471.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494331,124.0,27465.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494271,134.0,27459.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494211,120.0,27452.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494151,120.0,27446.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494091,117.0,27440.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638494031,120.0,27434.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493971,117.0,27428.0,2021-12-03 01:23:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493911,120.0,27422.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493851,120.0,27416.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493791,120.0,27410.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493731,127.0,27404.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493671,120.0,27398.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493611,124.0,27392.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493551,113.0,27385.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493491,127.0,27380.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493431,152.0,27373.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493371,156.0,27366.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493311,159.0,27358.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493251,1115.0,27350.0,2021-12-03 01:11:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493191,1129.0,27294.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493131,1133.0,27238.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493071,1157.0,27181.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638493011,1172.0,27123.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492951,1129.0,27064.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492891,1147.0,27008.0,2021-12-03 01:00:47 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492831,1179.0,26951.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492771,1108.0,26892.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492711,1165.0,26836.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492651,1136.0,26778.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492591,1168.0,26721.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492531,1157.0,26663.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492471,1118.0,26605.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492411,1108.0,26549.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492351,1150.0,26494.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492291,1150.0,26436.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492231,1118.0,26378.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492171,1147.0,26322.0,2021-12-03 00:53:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492111,1150.0,26265.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638492051,1125.0,26208.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491991,1125.0,26151.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491931,1150.0,26095.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491871,1104.0,26037.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491811,1125.0,25982.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491751,1161.0,25926.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491691,1172.0,25868.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491631,1200.0,25809.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491571,1133.0,25749.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491511,1207.0,25693.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491451,1143.0,25632.0,2021-12-03 00:41:53 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491391,1136.0,25575.0,2021-12-03 00:30:48 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491331,1197.0,25518.0,2021-12-03 00:30:48 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491271,1150.0,25458.0,2021-12-03 00:30:48 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491211,1182.0,25401.0,2021-12-03 00:30:48 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491151,1111.0,25342.0,2021-12-03 00:30:48 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491091,1125.0,25286.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638491031,1133.0,25230.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490971,1214.0,25173.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490911,1204.0,25112.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490851,1172.0,25052.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490791,1143.0,24994.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490731,1154.0,24936.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490671,1150.0,24879.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490611,1101.0,24821.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490551,1157.0,24766.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490491,1108.0,24708.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490431,1161.0,24653.0,2021-12-03 00:24:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490371,1175.0,24595.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490311,1083.0,24536.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490251,1094.0,24482.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490191,1094.0,24427.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490131,1143.0,24372.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490071,1150.0,24315.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638490011,1150.0,24258.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489951,1076.0,24200.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489891,1165.0,24146.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489831,1125.0,24088.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489771,1005.0,24032.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489711,852.0,23981.0,2021-12-03 00:12:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489651,699.0,23939.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489591,678.0,23904.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489531,753.0,23870.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489471,713.0,23832.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489411,728.0,23796.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489351,699.0,23760.0,2021-12-03 00:00:54 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489291,717.0,23725.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489231,735.0,23689.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489171,681.0,23652.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489111,788.0,23618.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638489051,735.0,23579.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488991,696.0,23542.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488931,756.0,23507.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488871,738.0,23470.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488811,760.0,23433.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488751,781.0,23395.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488691,753.0,23355.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488631,777.0,23318.0,2021-12-02 23:54:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488571,738.0,23279.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488511,731.0,23242.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488451,710.0,23205.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488391,678.0,23170.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488331,660.0,23136.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488271,728.0,23103.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488211,721.0,23067.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488151,763.0,23030.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488091,717.0,22992.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638488031,696.0,22956.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487971,753.0,22922.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487911,721.0,22884.0,2021-12-02 23:42:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487851,731.0,22848.0,2021-12-02 23:30:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487791,703.0,22811.0,2021-12-02 23:30:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487731,671.0,22776.0,2021-12-02 23:30:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487671,774.0,22743.0,2021-12-02 23:30:52 UTC
1c6ca16a-902b-4b67-be7e-472c248fad05,1638487611,721.0,22704.0,2021-12-02 23:30:52 UTC
